Date,State,Sales,Category
2022-09-27,Arkansas,109635131.74444443,
2022-09-28,Arkansas,109017921.66666666,
2022-09-29,Arkansas,108400711.58888888,
2022-09-30,Arkansas,107783501.5111111,
2022-10-01,Arkansas,107166291.43333332,
2022-10-02,Arkansas,106549081.35555555,
2022-10-03,Arkansas,105931871.27777776,
2022-10-04,Arkansas,105314661.19999999,Beverages
2022-10-05,Arkansas,109267293.8,
2022-10-06,Arkansas,113219926.4,
2022-10-07,Arkansas,117172559.00000001,Beverages
2022-10-08,Arkansas,116336566.4777778,
2022-10-09,Arkansas,115500573.95555557,
2022-10-10,Arkansas,114664581.43333334,
2022-10-11,Arkansas,113828588.91111112,
2022-10-12,Arkansas,112992596.3888889,
2022-10-13,Arkansas,112156603.86666667,
2022-10-14,Arkansas,111320611.34444444,
2022-10-15,Arkansas,110484618.82222222,
2022-10-16,Arkansas,109648626.3,Beverages
2022-10-17,Arkansas,109070047.51428571,
2022-10-18,Arkansas,108491468.72857143,
2022-10-19,Arkansas,107912889.94285715,
2022-10-20,Arkansas,107334311.15714286,
2022-10-21,Arkansas,106755732.37142858,
2022-10-22,Arkansas,106177153.5857143,
2022-10-23,Arkansas,105598574.80000001,Beverages
2022-10-24,Arkansas,105158529.47142859,
2022-10-25,Arkansas,104718484.14285715,
2022-10-26,Arkansas,104278438.81428573,
2022-10-27,Arkansas,103838393.48571429,
2022-10-28,Arkansas,103398348.15714286,
2022-10-29,Arkansas,102958302.82857142,
2022-10-30,Arkansas,102518257.5,Beverages
2022-10-31,Arkansas,103891951.52,
2022-11-01,Arkansas,105265645.54,
2022-11-02,Arkansas,106639339.56,
2022-11-03,Arkansas,108013033.58,
2022-11-04,Arkansas,109386727.6,
2022-11-05,Arkansas,110760421.62,
2022-11-06,Arkansas,112134115.64,
2022-11-07,Arkansas,113507809.66,
2022-11-08,Arkansas,114881503.68,
2022-11-09,Arkansas,116255197.7,Beverages
2022-11-10,Arkansas,111810337.06666666,
2022-11-11,Arkansas,107365476.43333332,
2022-11-12,Arkansas,102920615.79999998,Beverages
2022-11-13,Arkansas,104922414.3,Beverages
2022-11-14,Arkansas,104790977.47142857,
2022-11-15,Arkansas,104659540.64285713,
2022-11-16,Arkansas,104528103.81428571,
2022-11-17,Arkansas,104396666.98571429,
2022-11-18,Arkansas,104265230.15714286,
2022-11-19,Arkansas,104133793.32857142,
2022-11-20,Arkansas,104002356.5,Beverages
2022-11-21,Arkansas,103966507.9,
2022-11-22,Arkansas,103930659.3,
2022-11-23,Arkansas,103894810.7,
2022-11-24,Arkansas,103858962.1,
2022-11-25,Arkansas,103823113.5,
2022-11-26,Arkansas,103787264.89999999,
2022-11-27,Arkansas,103751416.3,Beverages
2022-11-28,Arkansas,104486096.15555555,
2022-11-29,Arkansas,105220776.01111111,
2022-11-30,Arkansas,105955455.86666666,
2022-12-01,Arkansas,106690135.72222222,
2022-12-02,Arkansas,107424815.57777777,
2022-12-03,Arkansas,108159495.43333334,
2022-12-04,Arkansas,108894175.28888889,
2022-12-05,Arkansas,109628855.14444445,
2022-12-06,Arkansas,110363535.0,Beverages
2022-12-07,Arkansas,109904558.71666667,
2022-12-08,Arkansas,109445582.43333334,
2022-12-09,Arkansas,108986606.15,
2022-12-10,Arkansas,108527629.86666667,
2022-12-11,Arkansas,108068653.58333334,
2022-12-12,Arkansas,107609677.30000001,
2022-12-13,Arkansas,107150701.01666667,
2022-12-14,Arkansas,106691724.73333333,
2022-12-15,Arkansas,106232748.45,
2022-12-16,Arkansas,105773772.16666667,
2022-12-17,Arkansas,105314795.88333334,
2022-12-18,Arkansas,104855819.60000001,Beverages
2022-12-19,Arkansas,105592757.4,
2022-12-20,Arkansas,106329695.2,
2022-12-21,Arkansas,107066633.0,
2022-12-22,Arkansas,107803570.8,
2022-12-23,Arkansas,108540508.6,
2022-12-24,Arkansas,109277446.39999999,
2022-12-25,Arkansas,110014384.19999999,Beverages
2022-12-26,Arkansas,108088273.85714285,
2022-12-27,Arkansas,106162163.5142857,
2022-12-28,Arkansas,104236053.17142856,
2022-12-29,Arkansas,102309942.82857142,
2022-12-30,Arkansas,100383832.48571429,
2022-12-31,Arkansas,98457722.14285713,
2023-01-01,Arkansas,96531611.8,Beverages
2023-01-02,Arkansas,96885629.63571428,
2023-01-03,Arkansas,97239647.47142857,
2023-01-04,Arkansas,97593665.30714285,
2023-01-05,Arkansas,97947683.14285713,
2023-01-06,Arkansas,98301700.97857143,
2023-01-07,Arkansas,98655718.81428571,
2023-01-08,Arkansas,99009736.64999999,
2023-01-09,Arkansas,99363754.48571429,
2023-01-10,Arkansas,99717772.32142857,
2023-01-11,Arkansas,100071790.15714286,
2023-01-12,Arkansas,100425807.99285714,
2023-01-13,Arkansas,100779825.82857142,
2023-01-14,Arkansas,101133843.66428572,
2023-01-15,Arkansas,101487861.5,Beverages
2023-01-16,Arkansas,100736202.38571429,
2023-01-17,Arkansas,99984543.27142857,
2023-01-18,Arkansas,99232884.15714286,
2023-01-19,Arkansas,98481225.04285714,
2023-01-20,Arkansas,97729565.92857143,
2023-01-21,Arkansas,96977906.81428571,
2023-01-22,Arkansas,96226247.7,Beverages
2023-01-23,Arkansas,96592039.65714286,
2023-01-24,Arkansas,96957831.61428571,
2023-01-25,Arkansas,97323623.57142857,
2023-01-26,Arkansas,97689415.52857143,
2023-01-27,Arkansas,98055207.48571429,
2023-01-28,Arkansas,98420999.44285713,
2023-01-29,Arkansas,98786791.39999999,Beverages
2023-01-30,Arkansas,100564903.58333333,
2023-01-31,Arkansas,102343015.76666667,
2023-02-01,Arkansas,104121127.94999999,
2023-02-02,Arkansas,105899240.13333333,
2023-02-03,Arkansas,107677352.31666666,
2023-02-04,Arkansas,109455464.5,Beverages
2023-02-05,Arkansas,108881103.41333333,
2023-02-06,Arkansas,108306742.32666667,
2023-02-07,Arkansas,107732381.24,
2023-02-08,Arkansas,107158020.15333334,
2023-02-09,Arkansas,106583659.06666666,
2023-02-10,Arkansas,106009297.97999999,
2023-02-11,Arkansas,105434936.89333333,
2023-02-12,Arkansas,104860575.80666666,
2023-02-13,Arkansas,104286214.72,
2023-02-14,Arkansas,103711853.63333333,
2023-02-15,Arkansas,103137492.54666665,
2023-02-16,Arkansas,102563131.46,
2023-02-17,Arkansas,101988770.37333332,
2023-02-18,Arkansas,101414409.28666666,
2023-02-19,Arkansas,100840048.19999999,Beverages
2023-02-20,Arkansas,101074764.57142857,
2023-02-21,Arkansas,101309480.94285713,
2023-02-22,Arkansas,101544197.31428571,
2023-02-23,Arkansas,101778913.68571429,
2023-02-24,Arkansas,102013630.05714287,
2023-02-25,Arkansas,102248346.42857143,
2023-02-26,Arkansas,102483062.80000001,Beverages
2023-02-27,Arkansas,102925992.54285716,
2023-02-28,Arkansas,103368922.2857143,
2023-03-01,Arkansas,103811852.02857144,
2023-03-02,Arkansas,104254781.77142859,
2023-03-03,Arkansas,104697711.51428573,
2023-03-04,Arkansas,105140641.25714287,
2023-03-05,Arkansas,105583571.00000001,
2023-03-06,Arkansas,106026500.74285716,
2023-03-07,Arkansas,106469430.4857143,
2023-03-08,Arkansas,106912360.22857144,
2023-03-09,Arkansas,107355289.97142857,
2023-03-10,Arkansas,107798219.71428572,
2023-03-11,Arkansas,108241149.45714286,
2023-03-12,Arkansas,108684079.2,
2023-03-13,Arkansas,109127008.94285715,
2023-03-14,Arkansas,109569938.68571429,
2023-03-15,Arkansas,110012868.42857143,
2023-03-16,Arkansas,110455798.17142858,
2023-03-17,Arkansas,110898727.91428572,
2023-03-18,Arkansas,111341657.65714286,
2023-03-19,Arkansas,111784587.4,Beverages
2023-03-20,Arkansas,110443282.21428572,
2023-03-21,Arkansas,109101977.02857143,
2023-03-22,Arkansas,107760671.84285714,
2023-03-23,Arkansas,106419366.65714286,
2023-03-24,Arkansas,105078061.47142857,
2023-03-25,Arkansas,103736756.28571428,
2023-03-26,Arkansas,102395451.1,Beverages
2023-03-27,Arkansas,102820788.54761904,
2023-03-28,Arkansas,103246125.9952381,
2023-03-29,Arkansas,103671463.44285713,
2023-03-30,Arkansas,104096800.89047618,
2023-03-31,Arkansas,104522138.33809523,
2023-04-01,Arkansas,104947475.78571428,
2023-04-02,Arkansas,105372813.23333333,
2023-04-03,Arkansas,105798150.68095237,
2023-04-04,Arkansas,106223488.12857142,
2023-04-05,Arkansas,106648825.57619047,
2023-04-06,Arkansas,107074163.02380952,
2023-04-07,Arkansas,107499500.47142857,
2023-04-08,Arkansas,107924837.91904762,
2023-04-09,Arkansas,108350175.36666666,
2023-04-10,Arkansas,108775512.81428571,
2023-04-11,Arkansas,109200850.26190476,
2023-04-12,Arkansas,109626187.70952381,
2023-04-13,Arkansas,110051525.15714286,
2023-04-14,Arkansas,110476862.6047619,
2023-04-15,Arkansas,110902200.05238095,
2023-04-16,Arkansas,111327537.5,Beverages
2023-04-17,Arkansas,111195911.14285715,
2023-04-18,Arkansas,111064284.78571428,
2023-04-19,Arkansas,110932658.42857143,
2023-04-20,Arkansas,110801032.07142857,
2023-04-21,Arkansas,110669405.71428572,
2023-04-22,Arkansas,110537779.35714285,
2023-04-23,Arkansas,110406153.0,Beverages
2023-04-24,Arkansas,110633374.85714285,
2023-04-25,Arkansas,110860596.71428572,
2023-04-26,Arkansas,111087818.57142857,
2023-04-27,Arkansas,111315040.42857143,
2023-04-28,Arkansas,111542262.28571428,
2023-04-29,Arkansas,111769484.14285715,
2023-04-30,Arkansas,111996706.0,Beverages
2023-05-01,Arkansas,106377502.55000001,
2023-05-02,Arkansas,100758299.10000001,Beverages
2023-05-03,Arkansas,111201473.7,Beverages
2023-05-04,Arkansas,111284864.16507937,
2023-05-05,Arkansas,111368254.63015874,
2023-05-06,Arkansas,111451645.0952381,
2023-05-07,Arkansas,111535035.56031746,
2023-05-08,Arkansas,111618426.02539682,
2023-05-09,Arkansas,111701816.49047619,
2023-05-10,Arkansas,111785206.95555556,
2023-05-11,Arkansas,111868597.42063493,
2023-05-12,Arkansas,111951987.88571429,
2023-05-13,Arkansas,112035378.35079366,
2023-05-14,Arkansas,112118768.81587303,
2023-05-15,Arkansas,112202159.28095238,
2023-05-16,Arkansas,112285549.74603175,
2023-05-17,Arkansas,112368940.21111111,
2023-05-18,Arkansas,112452330.67619048,
2023-05-19,Arkansas,112535721.14126985,
2023-05-20,Arkansas,112619111.60634921,
2023-05-21,Arkansas,112702502.07142858,
2023-05-22,Arkansas,112785892.53650795,
2023-05-23,Arkansas,112869283.0015873,
2023-05-24,Arkansas,112952673.46666667,
2023-05-25,Arkansas,113036063.93174604,
2023-05-26,Arkansas,113119454.3968254,
2023-05-27,Arkansas,113202844.86190477,
2023-05-28,Arkansas,113286235.32698414,
2023-05-29,Arkansas,113369625.7920635,
2023-05-30,Arkansas,113453016.25714287,
2023-05-31,Arkansas,113536406.72222222,
2023-06-01,Arkansas,113619797.18730159,
2023-06-02,Arkansas,113703187.65238096,
2023-06-03,Arkansas,113786578.11746033,
2023-06-04,Arkansas,113869968.58253969,
2023-06-05,Arkansas,113953359.04761906,
2023-06-06,Arkansas,114036749.51269843,
2023-06-07,Arkansas,114120139.9777778,
2023-06-08,Arkansas,114203530.44285715,
2023-06-09,Arkansas,114286920.90793651,
2023-06-10,Arkansas,114370311.37301588,
2023-06-11,Arkansas,114453701.83809525,
2023-06-12,Arkansas,114537092.30317461,
2023-06-13,Arkansas,114620482.76825398,
2023-06-14,Arkansas,114703873.23333335,
2023-06-15,Arkansas,114787263.69841272,
2023-06-16,Arkansas,114870654.16349207,
2023-06-17,Arkansas,114954044.62857144,
2023-06-18,Arkansas,115037435.0936508,
2023-06-19,Arkansas,115120825.55873017,
2023-06-20,Arkansas,115204216.02380954,
2023-06-21,Arkansas,115287606.4888889,
2023-06-22,Arkansas,115370996.95396827,
2023-06-23,Arkansas,115454387.41904764,
2023-06-24,Arkansas,115537777.88412699,
2023-06-25,Arkansas,115621168.34920636,
2023-06-26,Arkansas,115704558.81428573,
2023-06-27,Arkansas,115787949.27936509,
2023-06-28,Arkansas,115871339.74444446,
2023-06-29,Arkansas,115954730.20952383,
2023-06-30,Arkansas,116038120.6746032,
2023-07-01,Arkansas,116121511.13968256,
2023-07-02,Arkansas,116204901.60476191,
2023-07-03,Arkansas,116288292.06984128,
2023-07-04,Arkansas,116371682.53492065,
2023-07-05,Arkansas,116455073.00000001,Beverages
2023-07-06,Arkansas,115809058.94444446,
2023-07-07,Arkansas,115163044.88888891,
2023-07-08,Arkansas,114517030.83333334,
2023-07-09,Arkansas,113871016.77777779,
2023-07-10,Arkansas,113225002.72222224,
2023-07-11,Arkansas,112578988.66666669,
2023-07-12,Arkansas,111932974.61111112,
2023-07-13,Arkansas,111286960.55555557,
2023-07-14,Arkansas,110640946.50000001,
2023-07-15,Arkansas,109994932.44444446,
2023-07-16,Arkansas,109348918.38888891,
2023-07-17,Arkansas,108702904.33333334,
2023-07-18,Arkansas,108056890.27777779,
2023-07-19,Arkansas,107410876.22222224,
2023-07-20,Arkansas,106764862.16666669,
2023-07-21,Arkansas,106118848.11111113,
2023-07-22,Arkansas,105472834.05555557,
2023-07-23,Arkansas,104826820.00000001,
2023-07-24,Arkansas,104180805.94444446,
2023-07-25,Arkansas,103534791.88888891,
2023-07-26,Arkansas,102888777.83333334,
2023-07-27,Arkansas,102242763.77777779,
2023-07-28,Arkansas,101596749.72222224,
2023-07-29,Arkansas,100950735.66666669,
2023-07-30,Arkansas,100304721.61111113,
2023-07-31,Arkansas,99658707.55555557,
2023-08-01,Arkansas,99012693.50000001,Beverages
2023-08-02,Arkansas,99416454.90588237,
2023-08-03,Arkansas,99820216.31176472,
2023-08-04,Arkansas,100223977.71764708,
2023-08-05,Arkansas,100627739.12352942,
2023-08-06,Arkansas,101031500.52941178,
2023-08-07,Arkansas,101435261.93529414,
2023-08-08,Arkansas,101839023.34117648,
2023-08-09,Arkansas,102242784.74705884,
2023-08-10,Arkansas,102646546.1529412,
2023-08-11,Arkansas,103050307.55882354,
2023-08-12,Arkansas,103454068.9647059,
2023-08-13,Arkansas,103857830.37058824,
2023-08-14,Arkansas,104261591.7764706,
2023-08-15,Arkansas,104665353.18235296,
2023-08-16,Arkansas,105069114.5882353,
2023-08-17,Arkansas,105472875.99411766,
2023-08-18,Arkansas,105876637.4,
2023-08-19,Arkansas,106280398.80588236,
2023-08-20,Arkansas,106684160.21176472,
2023-08-21,Arkansas,107087921.61764707,
2023-08-22,Arkansas,107491683.02352943,
2023-08-23,Arkansas,107895444.42941178,
2023-08-24,Arkansas,108299205.83529413,
2023-08-25,Arkansas,108702967.24117649,
2023-08-26,Arkansas,109106728.64705883,
2023-08-27,Arkansas,109510490.05294119,
2023-08-28,Arkansas,109914251.45882355,
2023-08-29,Arkansas,110318012.86470589,
2023-08-30,Arkansas,110721774.27058825,
2023-08-31,Arkansas,111125535.67647061,
2023-09-01,Arkansas,111529297.08235295,
2023-09-02,Arkansas,111933058.48823531,
2023-09-03,Arkansas,112336819.89411765,
2023-09-04,Arkansas,112740581.30000001,Beverages
2023-09-05,Arkansas,112634377.4764045,
2023-09-06,Arkansas,112528173.652809,
2023-09-07,Arkansas,112421969.8292135,
2023-09-08,Arkansas,112315766.00561799,
2023-09-09,Arkansas,112209562.18202248,
2023-09-10,Arkansas,112103358.35842697,
2023-09-11,Arkansas,111997154.53483146,
2023-09-12,Arkansas,111890950.71123597,
2023-09-13,Arkansas,111784746.88764046,
2023-09-14,Arkansas,111678543.06404495,
2023-09-15,Arkansas,111572339.24044944,
2023-09-16,Arkansas,111466135.41685395,
2023-09-17,Arkansas,111359931.59325844,
2023-09-18,Arkansas,111253727.76966293,
2023-09-19,Arkansas,111147523.94606742,
2023-09-20,Arkansas,111041320.12247191,
2023-09-21,Arkansas,110935116.29887642,
2023-09-22,Arkansas,110828912.47528091,
2023-09-23,Arkansas,110722708.6516854,
2023-09-24,Arkansas,110616504.8280899,
2023-09-25,Arkansas,110510301.00449438,
2023-09-26,Arkansas,110404097.18089889,
2023-09-27,Arkansas,110297893.35730338,
2023-09-28,Arkansas,110191689.53370787,
2023-09-29,Arkansas,110085485.71011236,
2023-09-30,Arkansas,109979281.88651687,
2023-10-01,Arkansas,109873078.06292136,
2023-10-02,Arkansas,109766874.23932585,
2023-10-03,Arkansas,109660670.41573034,
2023-10-04,Arkansas,109554466.59213483,
2023-10-05,Arkansas,109448262.76853934,
2023-10-06,Arkansas,109342058.94494383,
2023-10-07,Arkansas,109235855.12134832,
2023-10-08,Arkansas,109129651.29775281,
2023-10-09,Arkansas,109023447.4741573,
2023-10-10,Arkansas,108917243.65056181,
2023-10-11,Arkansas,108811039.8269663,
2023-10-12,Arkansas,108704836.00337079,
2023-10-13,Arkansas,108598632.17977528,
2023-10-14,Arkansas,108492428.35617979,
2023-10-15,Arkansas,108386224.53258428,
2023-10-16,Arkansas,108280020.70898877,
2023-10-17,Arkansas,108173816.88539326,
2023-10-18,Arkansas,108067613.06179775,
2023-10-19,Arkansas,107961409.23820226,
2023-10-20,Arkansas,107855205.41460675,
2023-10-21,Arkansas,107749001.59101124,
2023-10-22,Arkansas,107642797.76741573,
2023-10-23,Arkansas,107536593.94382022,
2023-10-24,Arkansas,107430390.12022473,
2023-10-25,Arkansas,107324186.29662922,
2023-10-26,Arkansas,107217982.47303371,
2023-10-27,Arkansas,107111778.6494382,
2023-10-28,Arkansas,107005574.82584271,
2023-10-29,Arkansas,106899371.0022472,
2023-10-30,Arkansas,106793167.17865169,
2023-10-31,Arkansas,106686963.35505618,
2023-11-01,Arkansas,106580759.53146067,
2023-11-02,Arkansas,106474555.70786518,
2023-11-03,Arkansas,106368351.88426967,
2023-11-04,Arkansas,106262148.06067416,
2023-11-05,Arkansas,106155944.23707865,
2023-11-06,Arkansas,106049740.41348314,
2023-11-07,Arkansas,105943536.58988765,
2023-11-08,Arkansas,105837332.76629214,
2023-11-09,Arkansas,105731128.94269663,
2023-11-10,Arkansas,105624925.11910112,
2023-11-11,Arkansas,105518721.29550563,
2023-11-12,Arkansas,105412517.47191012,
2023-11-13,Arkansas,105306313.64831461,
2023-11-14,Arkansas,105200109.8247191,
2023-11-15,Arkansas,105093906.00112359,
2023-11-16,Arkansas,104987702.1775281,
2023-11-17,Arkansas,104881498.35393259,
2023-11-18,Arkansas,104775294.53033708,
2023-11-19,Arkansas,104669090.70674157,
2023-11-20,Arkansas,104562886.88314606,
2023-11-21,Arkansas,104456683.05955057,
2023-11-22,Arkansas,104350479.23595506,
2023-11-23,Arkansas,104244275.41235955,
2023-11-24,Arkansas,104138071.58876404,
2023-11-25,Arkansas,104031867.76516855,
2023-11-26,Arkansas,103925663.94157304,
2023-11-27,Arkansas,103819460.11797753,
2023-11-28,Arkansas,103713256.29438202,
2023-11-29,Arkansas,103607052.47078651,
2023-11-30,Arkansas,103500848.64719102,
2023-12-01,Arkansas,103394644.82359551,
2023-12-02,Arkansas,103288441.0,Beverages
2023-12-03,Arkansas,116121675.89999999,Beverages
2019-01-12,California,444766890.59999996,Beverages
2019-01-13,California,445591549.37241375,
2019-01-14,California,446416208.14482754,
2019-01-15,California,447240866.91724133,
2019-01-16,California,448065525.6896551,
2019-01-17,California,448890184.4620689,
2019-01-18,California,449714843.2344827,
2019-01-19,California,450539502.0068965,
2019-01-20,California,451364160.7793103,
2019-01-21,California,452188819.5517241,
2019-01-22,California,453013478.3241379,
2019-01-23,California,453838137.0965517,
2019-01-24,California,454662795.8689655,
2019-01-25,California,455487454.6413793,
2019-01-26,California,456312113.4137931,
2019-01-27,California,457136772.1862069,
2019-01-28,California,457961430.95862067,
2019-01-29,California,458786089.73103446,
2019-01-30,California,459610748.50344825,
2019-01-31,California,460435407.27586204,
2019-02-01,California,461260066.0482758,
2019-02-02,California,462084724.8206896,
2019-02-03,California,462909383.5931034,
2019-02-04,California,463734042.3655172,
2019-02-05,California,464558701.137931,
2019-02-06,California,465383359.9103448,
2019-02-07,California,466208018.68275857,
2019-02-08,California,467032677.45517236,
2019-02-09,California,467857336.22758615,
2019-02-10,California,468681994.99999994,
2019-02-11,California,469506653.7724138,
2019-02-12,California,470331312.5448276,
2019-02-13,California,471155971.3172414,
2019-02-14,California,471980630.08965516,
2019-02-15,California,472805288.86206895,
2019-02-16,California,473629947.63448274,
2019-02-17,California,474454606.40689653,
2019-02-18,California,475279265.1793103,
2019-02-19,California,476103923.9517241,
2019-02-20,California,476928582.7241379,
2019-02-21,California,477753241.4965517,
2019-02-22,California,478577900.2689655,
2019-02-23,California,479402559.0413793,
2019-02-24,California,480227217.81379306,
2019-02-25,California,481051876.58620685,
2019-02-26,California,481876535.35862064,
2019-02-27,California,482701194.13103443,
2019-02-28,California,483525852.9034482,
2019-03-01,California,484350511.675862,
2019-03-02,California,485175170.4482758,
2019-03-03,California,485999829.22068965,
2019-03-04,California,486824487.99310344,
2019-03-05,California,487649146.76551723,
2019-03-06,California,488473805.537931,
2019-03-07,California,489298464.3103448,
2019-03-08,California,490123123.0827586,
2019-03-09,California,490947781.8551724,
2019-03-10,California,491772440.6275862,
2019-03-11,California,492597099.4,Beverages
2019-03-12,California,492750842.5285714,
2019-03-13,California,492904585.6571428,
2019-03-14,California,493058328.78571427,
2019-03-15,California,493212071.9142857,
2019-03-16,California,493365815.0428571,
2019-03-17,California,493519558.17142856,
2019-03-18,California,493673301.29999995,
2019-03-19,California,493827044.4285714,
2019-03-20,California,493980787.55714285,
2019-03-21,California,494134530.68571424,
2019-03-22,California,494288273.8142857,
2019-03-23,California,494442016.94285715,
2019-03-24,California,494595760.07142854,
2019-03-25,California,494749503.2,
2019-03-26,California,494903246.32857144,
2019-03-27,California,495056989.45714283,
2019-03-28,California,495210732.5857143,
2019-03-29,California,495364475.7142857,
2019-03-30,California,495518218.8428571,
2019-03-31,California,495671961.9714286,
2019-04-01,California,495825705.09999996,
2019-04-02,California,495979448.2285714,
2019-04-03,California,496133191.35714287,
2019-04-04,California,496286934.48571426,
2019-04-05,California,496440677.6142857,
2019-04-06,California,496594420.74285716,
2019-04-07,California,496748163.87142855,
2019-04-08,California,496901907.0,
2019-04-09,California,497055650.1285714,
2019-04-10,California,497209393.25714284,
2019-04-11,California,497363136.3857143,
2019-04-12,California,497516879.5142857,
2019-04-13,California,497670622.64285713,
2019-04-14,California,497824365.7714286,
2019-04-15,California,497978108.9,
2019-04-16,California,498131852.0285714,
2019-04-17,California,498285595.1571429,
2019-04-18,California,498439338.28571427,
2019-04-19,California,498593081.4142857,
2019-04-20,California,498746824.5428571,
2019-04-21,California,498900567.67142856,
2019-04-22,California,499054310.8,
2019-04-23,California,499208053.9285714,
2019-04-24,California,499361797.05714285,
2019-04-25,California,499515540.1857143,
2019-04-26,California,499669283.3142857,
2019-04-27,California,499823026.44285715,
2019-04-28,California,499976769.5714286,
2019-04-29,California,500130512.7,
2019-04-30,California,500284255.82857144,
2019-05-01,California,500437998.95714283,
2019-05-02,California,500591742.0857143,
2019-05-03,California,500745485.21428573,
2019-05-04,California,500899228.3428571,
2019-05-05,California,501052971.4714286,
2019-05-06,California,501206714.6,
2019-05-07,California,501360457.7285714,
2019-05-08,California,501514200.85714287,
2019-05-09,California,501667943.9857143,
2019-05-10,California,501821687.1142857,
2019-05-11,California,501975430.24285716,
2019-05-12,California,502129173.3714286,
2019-05-13,California,502282916.5,
2019-05-14,California,502436659.62857145,
2019-05-15,California,502590402.75714284,
2019-05-16,California,502744145.8857143,
2019-05-17,California,502897889.01428574,
2019-05-18,California,503051632.14285713,
2019-05-19,California,503205375.2714286,
2019-05-20,California,503359118.40000004,
2019-05-21,California,503512861.5285714,
2019-05-22,California,503666604.6571429,
2019-05-23,California,503820347.7857143,
2019-05-24,California,503974090.9142857,
2019-05-25,California,504127834.04285717,
2019-05-26,California,504281577.17142856,
2019-05-27,California,504435320.3,
2019-05-28,California,504589063.42857146,
2019-05-29,California,504742806.55714285,
2019-05-30,California,504896549.6857143,
2019-05-31,California,505050292.81428576,
2019-06-01,California,505204035.94285715,
2019-06-02,California,505357779.0714286,
2019-06-03,California,505511522.20000005,
2019-06-04,California,505665265.32857144,
2019-06-05,California,505819008.4571429,
2019-06-06,California,505972751.5857143,
2019-06-07,California,506126494.71428573,
2019-06-08,California,506280237.8428572,
2019-06-09,California,506433980.9714286,
2019-06-10,California,506587724.1,Beverages
2019-06-11,California,505687368.5492064,
2019-06-12,California,504787012.9984127,
2019-06-13,California,503886657.4476191,
2019-06-14,California,502986301.89682543,
2019-06-15,California,502085946.3460318,
2019-06-16,California,501185590.79523814,
2019-06-17,California,500285235.2444445,
2019-06-18,California,499384879.69365084,
2019-06-19,California,498484524.1428572,
2019-06-20,California,497584168.59206355,
2019-06-21,California,496683813.04126984,
2019-06-22,California,495783457.4904762,
2019-06-23,California,494883101.93968254,
2019-06-24,California,493982746.3888889,
2019-06-25,California,493082390.83809525,
2019-06-26,California,492182035.2873016,
2019-06-27,California,491281679.73650795,
2019-06-28,California,490381324.1857143,
2019-06-29,California,489480968.63492066,
2019-06-30,California,488580613.084127,
2019-07-01,California,487680257.53333336,
2019-07-02,California,486779901.9825397,
2019-07-03,California,485879546.43174607,
2019-07-04,California,484979190.8809524,
2019-07-05,California,484078835.33015877,
2019-07-06,California,483178479.7793651,
2019-07-07,California,482278124.2285715,
2019-07-08,California,481377768.6777778,
2019-07-09,California,480477413.1269842,
2019-07-10,California,479577057.57619053,
2019-07-11,California,478676702.0253969,
2019-07-12,California,477776346.4746032,
2019-07-13,California,476875990.9238095,
2019-07-14,California,475975635.3730159,
2019-07-15,California,475075279.82222223,
2019-07-16,California,474174924.2714286,
2019-07-17,California,473274568.72063494,
2019-07-18,California,472374213.1698413,
2019-07-19,California,471473857.61904764,
2019-07-20,California,470573502.068254,
2019-07-21,California,469673146.51746035,
2019-07-22,California,468772790.9666667,
2019-07-23,California,467872435.41587305,
2019-07-24,California,466972079.8650794,
2019-07-25,California,466071724.31428576,
2019-07-26,California,465171368.7634921,
2019-07-27,California,464271013.21269846,
2019-07-28,California,463370657.6619048,
2019-07-29,California,462470302.11111116,
2019-07-30,California,461569946.5603175,
2019-07-31,California,460669591.00952387,
2019-08-01,California,459769235.4587302,
2019-08-02,California,458868879.9079366,
2019-08-03,California,457968524.35714287,
2019-08-04,California,457068168.8063492,
2019-08-05,California,456167813.25555557,
2019-08-06,California,455267457.7047619,
2019-08-07,California,454367102.1539683,
2019-08-08,California,453466746.6031746,
2019-08-09,California,452566391.052381,
2019-08-10,California,451666035.50158733,
2019-08-11,California,450765679.9507937,
2019-08-12,California,449865324.40000004,Beverages
2019-08-13,California,450651968.1883334,
2019-08-14,California,451438611.9766667,
2019-08-15,California,452225255.76500005,
2019-08-16,California,453011899.55333334,
2019-08-17,California,453798543.3416667,
2019-08-18,California,454585187.13000005,
2019-08-19,California,455371830.91833335,
2019-08-20,California,456158474.7066667,
2019-08-21,California,456945118.495,
2019-08-22,California,457731762.28333336,
2019-08-23,California,458518406.0716667,
2019-08-24,California,459305049.86,
2019-08-25,California,460091693.6483334,
2019-08-26,California,460878337.43666667,
2019-08-27,California,461664981.225,
2019-08-28,California,462451625.0133334,
2019-08-29,California,463238268.8016667,
2019-08-30,California,464024912.59000003,
2019-08-31,California,464811556.37833333,
2019-09-01,California,465598200.1666667,
2019-09-02,California,466384843.95500004,
2019-09-03,California,467171487.74333334,
2019-09-04,California,467958131.5316667,
2019-09-05,California,468744775.32,
2019-09-06,California,469531419.10833335,
2019-09-07,California,470318062.8966667,
2019-09-08,California,471104706.685,
2019-09-09,California,471891350.47333336,
2019-09-10,California,472677994.26166666,
2019-09-11,California,473464638.05,
2019-09-12,California,474251281.83833337,
2019-09-13,California,475037925.62666667,
2019-09-14,California,475824569.415,
2019-09-15,California,476611213.2033333,
